"outcomeId","analysisId","targetId","comparatorId","rr","ci95lb","ci95ub","p","target","comparator","targetDays","comparatorDays","eventsTarget","eventsComparator","logRr","seLogRr","type","targetEffectSize","estimate","outcomeName","y"
2,1,974166,1395058,0.758165065646884,0.449805656394758,1.38527460875427,0.334642957429972,215931,15108,29155085,2053893,146,14,-0.276854152341406,0.286953756933264,"Original",NA,"Uncalibrated","Acute myocardial infarction",54.1
2,1,1395058,974166,1.46733161850516,0.799887034167853,2.48821274647782,0.185345598688071,13692,188707,1873842,25835921,14,128,0.383445525765665,0.289507730188505,"Adjusting for
blood pressure",NA,"Uncalibrated","Acute myocardial infarction",53.9
2,1,1395058,974166,1.31897398773811,0.721878531289379,2.22318235838809,0.334642957429972,15108,215931,2053893,29155085,14,146,0.276854152341406,0.286953756933264,"Original",NA,"Uncalibrated","Acute myocardial infarction",54.1
2,1,1395058,974166,1.26536721291301,0.771155124996442,2.13973361648474,0.185345598688071,13692,188707,1873842,25835921,14,128,0.383445525765665,0.289507730188505,"Adjusting for
blood pressure",NA,"Calibrated","Acute myocardial infarction",53.9
2,1,974166,1395058,0.748723550762282,0.457738769800568,1.26302141336483,0.185345598688071,188707,13692,25835921,1873842,128,14,-0.383445525765665,0.289507730188505,"Adjusting for
blood pressure",NA,"Calibrated","Acute myocardial infarction",53.9
2,1,974166,1395058,0.681509201729563,0.401894894805738,1.25017653404062,0.185345598688071,188707,13692,25835921,1873842,128,14,-0.383445525765665,0.289507730188505,"Adjusting for
blood pressure",NA,"Uncalibrated","Acute myocardial infarction",53.9
2,1,974166,1395058,0.813239332676744,0.501483753655699,1.35833869654644,0.334642957429972,215931,15108,29155085,2053893,146,14,-0.276854152341406,0.286953756933264,"Original",NA,"Calibrated","Acute myocardial infarction",54.1
2,1,1395058,974166,1.16182753043192,0.716019541881345,1.93808621740035,0.334642957429972,15108,215931,2053893,29155085,14,146,0.276854152341406,0.286953756933264,"Original",NA,"Calibrated","Acute myocardial infarction",54.1
5,1,1395058,974166,1.13818980100343,0.74203084084204,1.79309238023848,0.297622872146417,13624,187840,1863486,25671538,19,170,0.257694296466755,0.247415521350829,"Adjusting for
blood pressure",NA,"Calibrated","Decreased libido",37.9
5,1,974166,1395058,0.772831453304139,0.489898753090551,1.29213318776684,0.297622872146417,187840,13624,25671538,1863486,170,19,-0.257694296466755,0.247415521350829,"Adjusting for
blood pressure",NA,"Uncalibrated","Decreased libido",37.9
5,1,974166,1395058,0.807089545334151,0.518646385656788,1.32804033380578,0.371578411912911,215010,15032,28981681,2042424,195,20,-0.214320656106849,0.239860884111075,"Original",NA,"Uncalibrated","Decreased libido",38.1
5,1,974166,1395058,0.832166592450236,0.541951993288606,1.32244243425111,0.297622872146417,187840,13624,25671538,1863486,170,19,-0.257694296466755,0.247415521350829,"Adjusting for
blood pressure",NA,"Calibrated","Decreased libido",37.9
5,1,1395058,974166,1.10261857679263,0.731924606646162,1.70407859553767,0.371578411912911,15032,215010,2042424,28981681,20,195,0.214320656106849,0.239860884111075,"Original",NA,"Calibrated","Decreased libido",38.1
5,1,1395058,974166,1.293943195149,0.773914027955796,2.04123810010017,0.297622872146417,13624,187840,1863486,25671538,19,170,0.257694296466755,0.247415521350829,"Adjusting for
blood pressure",NA,"Uncalibrated","Decreased libido",37.9
5,1,1395058,974166,1.2390198903964,0.752989178524639,1.92809595835446,0.371578411912911,15032,215010,2042424,28981681,20,195,0.214320656106849,0.239860884111075,"Original",NA,"Uncalibrated","Decreased libido",38.1
5,1,974166,1395058,0.856804470726363,0.567687510639552,1.33383452407804,0.371578411912911,215010,15032,28981681,2042424,195,20,-0.214320656106849,0.239860884111075,"Original",NA,"Calibrated","Decreased libido",38.1
7,1,974166,1395058,0.990041097918514,0.800825104817553,1.27470115648376,0.523477627838022,176312,12695,23630611,1708970,2543,173,-0.0509495984893641,0.0798590639451724,"Adjusting for
blood pressure",NA,"Calibrated","Diarrhea",34.9
7,1,1395058,974166,0.956299104979769,0.793620738142591,1.17769754961479,0.523477627838022,12695,176312,1708970,23630611,173,2543,0.0509495984893641,0.0798590639451724,"Adjusting for
blood pressure",NA,"Calibrated","Diarrhea",34.9
7,1,974166,1395058,0.950326567219969,0.81528531025751,1.11496679620014,0.523477627838022,176312,12695,23630611,1708970,2543,173,-0.0509495984893641,0.0798590639451724,"Adjusting for
blood pressure",NA,"Uncalibrated","Diarrhea",34.9
7,1,1395058,974166,1.039502672257,0.892983056827383,1.20313071804429,0.610453650059321,14046,202402,1879512,26775565,190,2839,0.0387423990264353,0.0760510818304899,"Original",NA,"Uncalibrated","Diarrhea",35.1
7,1,974166,1395058,0.961998488978162,0.831164880924594,1.11984207578678,0.610453650059321,202402,14046,26775565,1879512,2839,190,-0.0387423990264353,0.0760510818304899,"Original",NA,"Uncalibrated","Diarrhea",35.1
7,1,1395058,974166,0.951952494643891,0.800286002071464,1.15622804782859,0.610453650059321,14046,202402,1879512,26775565,190,2839,0.0387423990264353,0.0760510818304899,"Original",NA,"Calibrated","Diarrhea",35.1
7,1,1395058,974166,1.0522698559563,0.896887695138587,1.22656447677703,0.523477627838022,12695,176312,1708970,23630611,173,2543,0.0509495984893641,0.0798590639451724,"Adjusting for
blood pressure",NA,"Uncalibrated","Diarrhea",34.9
7,1,974166,1395058,0.991984050430334,0.814016311585034,1.25286190318936,0.610453650059321,202402,14046,26775565,1879512,2839,190,-0.0387423990264353,0.0760510818304899,"Original",NA,"Calibrated","Diarrhea",35.1
9,1,1395058,974166,1.33492284305486,0.763146485843324,2.17503037373071,0.279620585941836,13654,188237,1869137,25764423,16,189,0.288873494717466,0.267185498579161,"Adjusting for
blood pressure",NA,"Uncalibrated","Gastrointestinal bleeding",30.9
9,1,1395058,974166,1.23249283147037,0.718464513547832,1.97616071988817,0.418017879313565,15066,215426,2048790,29077692,17,214,0.20903881066657,0.258115685872737,"Original",NA,"Uncalibrated","Gastrointestinal bleeding",31.1
9,1,974166,1395058,0.810648194231873,0.512405190787866,1.32620245128747,0.279620585941836,188237,13654,25764423,1869137,189,16,-0.288873494717466,0.267185498579161,"Adjusting for
blood pressure",NA,"Calibrated","Gastrointestinal bleeding",30.9
9,1,974166,1395058,0.860589268770634,0.554412635945387,1.37832480900071,0.418017879313565,215426,15066,29077692,2048790,214,17,-0.20903881066657,0.258115685872737,"Original",NA,"Calibrated","Gastrointestinal bleeding",31.1
9,1,1395058,974166,1.16846447061863,0.738399021810488,1.90078087414915,0.279620585941836,13654,188237,1869137,25764423,16,189,0.288873494717466,0.267185498579161,"Adjusting for
blood pressure",NA,"Calibrated","Gastrointestinal bleeding",30.9
9,1,974166,1395058,0.749106965397028,0.459763694373038,1.31036441698993,0.279620585941836,188237,13654,25764423,1869137,189,16,-0.288873494717466,0.267185498579161,"Adjusting for
blood pressure",NA,"Uncalibrated","Gastrointestinal bleeding",30.9
9,1,974166,1395058,0.811363745464546,0.506031715910531,1.39185719147342,0.418017879313565,215426,15066,29077692,2048790,214,17,-0.20903881066657,0.258115685872737,"Original",NA,"Uncalibrated","Gastrointestinal bleeding",31.1
9,1,1395058,974166,1.09775565794866,0.708383283013663,1.74521635131691,0.418017879313565,15066,215426,2048790,29077692,17,214,0.20903881066657,0.258115685872737,"Original",NA,"Calibrated","Gastrointestinal bleeding",31.1
11,1,974166,1395058,0.778859280483743,0.633911736431634,0.982940998451723,0.000632229275591214,214278,14987,28800668,2026159,1270,123,-0.328620080971093,0.0961609218885253,"Original",NA,"Calibrated","Hyponatremia",20.1
11,1,1395058,974166,1.3890500287902,1.14530835588252,1.66965629595396,0.000632229275591214,14987,214278,2026159,28800668,123,1270,0.328620080971093,0.0961609218885253,"Original",NA,"Uncalibrated","Hyponatremia",20.1
11,1,974166,1395058,0.709869506420279,0.587644571228324,0.865527011128649,0.000522376549311827,187257,13587,25522534,1849336,1132,118,-0.342674119613177,0.0987814805398922,"Adjusting for
blood pressure",NA,"Uncalibrated","Hyponatremia",19.9
11,1,974166,1395058,0.774821889259739,0.623248488774729,0.993292311208286,0.000522376549311827,187257,13587,25522534,1849336,1132,118,-0.342674119613177,0.0987814805398922,"Adjusting for
blood pressure",NA,"Calibrated","Hyponatremia",19.9
11,1,1395058,974166,1.21331332252884,0.985184599854757,1.53629972431266,0.000632229275591214,14987,214278,2026159,28800668,123,1270,0.328620080971093,0.0961609218885253,"Original",NA,"Calibrated","Hyponatremia",20.1
11,1,1395058,974166,1.40870961628256,1.15536544457001,1.70170890528224,0.000522376549311827,13587,187257,1849336,25522534,118,1132,0.342674119613177,0.0987814805398922,"Adjusting for
blood pressure",NA,"Uncalibrated","Hyponatremia",19.9
11,1,1395058,974166,1.22264515605183,0.98165496238537,1.5660733520105,0.000522376549311827,13587,187257,1849336,25522534,118,1132,0.342674119613177,0.0987814805398922,"Adjusting for
blood pressure",NA,"Calibrated","Hyponatremia",19.9
11,1,974166,1395058,0.719916474765821,0.598925660582526,0.873127306601592,0.000632229275591214,214278,14987,28800668,2026159,1270,123,-0.328620080971093,0.0961609218885253,"Original",NA,"Uncalibrated","Hyponatremia",20.1
12,1,1395058,974166,0.959962421167024,0.71332319322517,1.26339064689002,0.779317536999244,13614,187545,1860191,25595023,52,778,-0.0408611399041092,0.145824049747276,"Adjusting for
blood pressure",NA,"Uncalibrated","Hypotension",18.9
12,1,1395058,974166,0.907335050401499,0.704983061452745,1.19122689462883,0.892529082234901,15014,214599,2038268,28886176,58,872,-0.0186199544994464,0.137818687399927,"Original",NA,"Calibrated","Hypotension",19.1
12,1,974166,1395058,1.04064856572772,0.793183134404994,1.41837543127041,0.892529082234901,214599,15014,28886176,2038268,872,58,0.0186199544994464,0.137818687399927,"Original",NA,"Calibrated","Hypotension",19.1
12,1,1395058,974166,0.981552325911755,0.741731386986998,1.27312080620339,0.892529082234901,15014,214599,2038268,28886176,58,872,-0.0186199544994464,0.137818687399927,"Original",NA,"Uncalibrated","Hypotension",19.1
12,1,974166,1395058,1.01879438681082,0.785471414124576,1.34819695855412,0.892529082234901,214599,15014,28886176,2038268,872,58,0.0186199544994464,0.137818687399927,"Original",NA,"Uncalibrated","Hypotension",19.1
12,1,974166,1395058,1.0417074439063,0.791520819361467,1.40188908687893,0.779317536999244,187545,13614,25595023,1860191,778,52,0.0408611399041092,0.145824049747276,"Adjusting for
blood pressure",NA,"Uncalibrated","Hypotension",18.9
12,1,974166,1395058,1.06944512150879,0.798612211948681,1.49774114100222,0.779317536999244,187545,13614,25595023,1860191,778,52,0.0408611399041092,0.145824049747276,"Adjusting for
blood pressure",NA,"Calibrated","Hypotension",18.9
12,1,1395058,974166,0.885167204243707,0.67595548479352,1.18280983092315,0.779317536999244,13614,187545,1860191,25595023,52,778,-0.0408611399041092,0.145824049747276,"Adjusting for
blood pressure",NA,"Calibrated","Hypotension",18.9
15,1,1395058,974166,1.00917018469239,0.876319147019244,1.15597869113397,0.897205597488685,14204,202583,1902227,26820929,219,3435,0.00912839384100642,0.0706574891946622,"Original",NA,"Uncalibrated","Nausea",14.1
15,1,1395058,974166,1.00277468227741,0.86469427582962,1.15600127759385,0.970159078072367,12829,176213,1729071,23648872,200,3116,0.00277083995238884,0.0740692560160171,"Adjusting for
blood pressure",NA,"Uncalibrated","Nausea",13.9
15,1,1395058,974166,0.928650080746246,0.786280080778977,1.1192378216871,0.897205597488685,14204,202583,1902227,26820929,219,3435,0.00912839384100642,0.0706574891946622,"Original",NA,"Calibrated","Nausea",14.1
15,1,974166,1395058,0.990913143460351,0.865067849147843,1.14113676895164,0.897205597488685,202583,14204,26820929,1902227,3435,219,-0.00912839384100642,0.0706574891946622,"Original",NA,"Uncalibrated","Nausea",14.1
15,1,974166,1395058,1.03094423401534,0.835995383675988,1.32658598323411,0.970159078072367,176213,12829,23648872,1729071,3116,200,-0.00277083995238884,0.0740692560160171,"Adjusting for
blood pressure",NA,"Calibrated","Nausea",13.9
15,1,1395058,974166,0.918295337805466,0.768343011717864,1.12062658238475,0.970159078072367,12829,176213,1729071,23648872,200,3116,0.00277083995238884,0.0740692560160171,"Adjusting for
blood pressure",NA,"Calibrated","Nausea",13.9
15,1,974166,1395058,0.997232995281541,0.865050947072861,1.15647810787294,0.970159078072367,176213,12829,23648872,1729071,3116,200,-0.00277083995238884,0.0740692560160171,"Adjusting for
blood pressure",NA,"Uncalibrated","Nausea",13.9
15,1,974166,1395058,1.01682544335517,0.837221039411573,1.28119863788939,0.897205597488685,202583,14204,26820929,1902227,3435,219,-0.00912839384100642,0.0706574891946622,"Original",NA,"Calibrated","Nausea",14.1
18,1,1395058,974166,1.41156721898283,0.790395013010173,2.33820473426288,0.212838001765406,13662,188312,1869844,25777003,15,159,0.344700589952864,0.276690255002032,"Adjusting for
blood pressure",NA,"Uncalibrated","Stroke",9.9
18,1,1395058,974166,1.18953481887878,0.756350524499873,1.92435404420722,0.252865831544511,15072,215502,2048902,29090390,16,184,0.304991459342038,0.266737046960953,"Original",NA,"Calibrated","Stroke",10.1
18,1,974166,1395058,0.794366556073859,0.505716271606003,1.28388175117409,0.252865831544511,215502,15072,29090390,2048902,184,16,-0.304991459342038,0.266737046960953,"Original",NA,"Calibrated","Stroke",10.1
18,1,1395058,974166,1.22468849901069,0.761927929321976,2.02660068492311,0.212838001765406,13662,188312,1869844,25777003,15,159,0.344700589952864,0.276690255002032,"Adjusting for
blood pressure",NA,"Calibrated","Stroke",9.9
18,1,1395058,974166,1.35661341658557,0.776176351932388,2.20828121859491,0.252865831544511,15072,215502,2048902,29090390,16,184,0.304991459342038,0.266737046960953,"Original",NA,"Uncalibrated","Stroke",10.1
18,1,974166,1395058,0.737129669937128,0.452840875328497,1.28836700256375,0.252865831544511,215502,15072,29090390,2048902,184,16,-0.304991459342038,0.266737046960953,"Original",NA,"Uncalibrated","Stroke",10.1
18,1,974166,1395058,0.773499780794741,0.482189942426523,1.28097031672297,0.212838001765406,188312,13662,25777003,1869844,159,15,-0.344700589952864,0.276690255002032,"Adjusting for
blood pressure",NA,"Calibrated","Stroke",9.9
18,1,974166,1395058,0.708432433505077,0.427678545572379,1.26519016888981,0.212838001765406,188312,13662,25777003,1869844,159,15,-0.344700589952864,0.276690255002032,"Adjusting for
blood pressure",NA,"Uncalibrated","Stroke",9.9
23,1,1395058,974166,1.00227492190882,0.727771127443386,1.34492397978428,0.988427360175068,13456,185823,1831490,25282720,45,656,0.00227233819173299,0.156662612499214,"Adjusting for
blood pressure",NA,"Uncalibrated","Vertigo",1.9
23,1,1395058,974166,0.954766505993796,0.699135071079204,1.27148015684401,0.761602850173999,14843,212686,2006308,28544175,47,741,-0.0462884647370847,0.152577553735075,"Original",NA,"Uncalibrated","Vertigo",2.1
23,1,1395058,974166,0.886568100278424,0.674691373917066,1.18778407949475,0.761602850173999,14843,212686,2006308,28544175,47,741,-0.0462884647370847,0.152577553735075,"Original",NA,"Calibrated","Vertigo",2.1
23,1,974166,1395058,1.06495528332228,0.795260834514051,1.48330982018373,0.761602850173999,212686,14843,28544175,2006308,741,47,0.0462884647370847,0.152577553735075,"Original",NA,"Calibrated","Vertigo",2.1
23,1,974166,1395058,1.03137863404915,0.760654811876807,1.45996982040415,0.988427360175068,185823,13456,25282720,1831490,656,45,-0.00227233819173299,0.156662612499214,"Adjusting for
blood pressure",NA,"Calibrated","Vertigo",1.9
23,1,1395058,974166,0.917910081841837,0.689414261014389,1.24814325509629,0.988427360175068,13456,185823,1831490,25282720,45,656,0.00227233819173299,0.156662612499214,"Adjusting for
blood pressure",NA,"Calibrated","Vertigo",1.9
23,1,974166,1395058,1.04737649857032,0.786484944037301,1.43033877338806,0.761602850173999,212686,14843,28544175,2006308,741,47,0.0462884647370847,0.152577553735075,"Original",NA,"Uncalibrated","Vertigo",2.1
23,1,974166,1395058,0.997730241614262,0.743536448922857,1.37405835748518,0.988427360175068,185823,13456,25282720,1831490,656,45,-0.00227233819173299,0.156662612499214,"Adjusting for
blood pressure",NA,"Uncalibrated","Vertigo",1.9
24,1,1395058,974166,0.963274668636841,0.862643224656379,1.07198310171952,0.499625312006999,10910,152241,1440040,19817586,357,5576,-0.0374166860069196,0.0554256065945146,"Adjusting for
blood pressure",NA,"Uncalibrated","Abdominal pain",56.9
24,1,974166,1395058,1.07973856162274,0.897704787864912,1.35088335585648,0.238788244902092,176216,12148,22675030,1596654,6206,384,0.0627785118677066,0.0532915060736597,"Original",NA,"Calibrated","Abdominal pain",57.1
24,1,1395058,974166,0.874417694950615,0.755753229435169,1.03096516742587,0.238788244902092,12148,176216,1596654,22675030,384,6206,-0.0627785118677066,0.0532915060736597,"Original",NA,"Calibrated","Abdominal pain",57.1
24,1,974166,1395058,1.06479097454742,0.960647677150138,1.18382569299175,0.238788244902092,176216,12148,22675030,1596654,6206,384,0.0627785118677066,0.0532915060736597,"Original",NA,"Uncalibrated","Abdominal pain",57.1
