"outcomeId","analysisId","targetId","comparatorId","rr","ci95lb","ci95ub","p","target","comparator","targetDays","comparatorDays","eventsTarget","eventsComparator","logRr","seLogRr","type","targetEffectSize","estimate","outcomeName","y"
2,3,974166,1395058,0.857142857142857,0.275953357732978,2.58014898655456,0.786916079501019,15108,15108,2114348,2053893,11,14,-0.154150679827259,0.570258071804449,"Original",NA,"Uncalibrated","Acute myocardial infarction",54.1
2,3,1395058,974166,2,0.630037082349543,7.49227476643312,0.272450643765814,13692,13692,1873842,1946742,14,6,0.693147180559945,0.631605753610542,"Adjusting for
blood pressure",NA,"Uncalibrated","Acute myocardial infarction",53.9
2,3,1395058,974166,1.16666666666667,0.387574518065084,3.62380080537971,0.786916079501019,15108,15108,2053893,2114348,14,11,0.154150679827259,0.570258071804449,"Original",NA,"Uncalibrated","Acute myocardial infarction",54.1
2,3,1395058,974166,1.96904209870427,0.570993348018867,6.79014352780447,0.272450643765814,13692,13692,1873842,1946742,14,6,0.693147180559945,0.631605753610542,"Adjusting for
blood pressure",NA,"Calibrated","Acute myocardial infarction",53.9
2,3,974166,1395058,0.55211434435971,0.19259005824171,1.62918141375775,0.272450643765814,13692,13692,1946742,1873842,6,14,-0.693147180559945,0.631605753610542,"Adjusting for
blood pressure",NA,"Calibrated","Acute myocardial infarction",53.9
2,3,974166,1395058,0.5,0.133470812426714,1.58720816284462,0.272450643765814,13692,13692,1946742,1873842,6,14,-0.693147180559945,0.631605753610542,"Adjusting for
blood pressure",NA,"Uncalibrated","Acute myocardial infarction",53.9
2,3,974166,1395058,0.853639598486042,0.325823071883084,2.32073610709094,0.786916079501019,15108,15108,2114348,2053893,11,14,-0.154150679827259,0.570258071804449,"Original",NA,"Calibrated","Acute myocardial infarction",54.1
2,3,1395058,974166,1.17507865945531,0.384292898875681,3.5931183218506,0.786916079501019,15108,15108,2053893,2114348,14,11,0.154150679827259,0.570258071804449,"Original",NA,"Calibrated","Acute myocardial infarction",54.1
5,3,1395058,974166,1.68775037031795,0.65303568820391,4.36193819719531,0.265890073464143,13624,13624,1863486,1931867,19,16,0.538996500732687,0.484457635072649,"Adjusting for
blood pressure",NA,"Calibrated","Decreased libido",37.9
5,3,974166,1395058,0.583333333333333,0.217093786150273,1.45007199798983,0.265890073464143,13624,13624,1931867,1863486,16,19,-0.538996500732687,0.484457635072649,"Adjusting for
blood pressure",NA,"Uncalibrated","Decreased libido",37.9
5,3,974166,1395058,0.428571428571429,0.151803518766004,1.06827238241523,0.0887183391730866,15032,15032,2102140,2042424,10,20,-0.847297860387204,0.497767050093522,"Original",NA,"Uncalibrated","Decreased libido",38.1
5,3,974166,1395058,0.6291361168424,0.279138162689152,1.46217180302206,0.265890073464143,13624,13624,1931867,1863486,16,19,-0.538996500732687,0.484457635072649,"Adjusting for
blood pressure",NA,"Calibrated","Decreased libido",37.9
5,3,1395058,974166,2.35015731891062,0.885924720962353,6.23443425038352,0.0887183391730866,15032,15032,2042424,2102140,20,10,0.847297860387204,0.497767050093522,"Original",NA,"Calibrated","Decreased libido",38.1
5,3,1395058,974166,1.71428571428571,0.689620930123647,4.60630411276626,0.265890073464143,13624,13624,1863486,1931867,19,16,0.538996500732687,0.484457635072649,"Adjusting for
blood pressure",NA,"Uncalibrated","Decreased libido",37.9
5,3,1395058,974166,2.33333333333333,0.936090847672322,6.58746258406196,0.0887183391730866,15032,15032,2042424,2102140,20,10,0.847297860387204,0.497767050093522,"Original",NA,"Uncalibrated","Decreased libido",38.1
5,3,974166,1395058,0.47236281819605,0.203956290950388,1.11799101454883,0.0887183391730866,15032,15032,2102140,2042424,10,20,-0.847297860387204,0.497767050093522,"Original",NA,"Calibrated","Decreased libido",38.1
7,3,974166,1395058,0.876905337784336,0.659562065631052,1.21182762601745,0.279665761203904,12695,12695,1764199,1708970,189,173,-0.147053417956507,0.136025744833229,"Adjusting for
blood pressure",NA,"Calibrated","Diarrhea",34.9
7,3,1395058,974166,1.14048477994258,0.873581491897179,1.48893439861679,0.279665761203904,12695,12695,1708970,1764199,173,189,0.147053417956507,0.136025744833229,"Adjusting for
blood pressure",NA,"Calibrated","Diarrhea",34.9
7,3,974166,1395058,0.863247863247854,0.660652575150198,1.126013973458,0.279665761203904,12695,12695,1764199,1708970,189,173,-0.147053417956507,0.136025744833229,"Adjusting for
blood pressure",NA,"Uncalibrated","Diarrhea",34.9
7,3,1395058,974166,1.05833333333335,0.824692114049335,1.35897114642073,0.656354260275716,14046,14046,1879512,1917633,190,202,0.0566953436765605,0.127418938510783,"Original",NA,"Uncalibrated","Diarrhea",35.1
7,3,974166,1395058,0.944881889763765,0.735850796121615,1.21257373868883,0.656354260275716,14046,14046,1917633,1879512,202,190,-0.0566953436765605,0.127418938510783,"Original",NA,"Uncalibrated","Diarrhea",35.1
7,3,1395058,974166,1.0659642125059,0.830392270255442,1.36836498007598,0.656354260275716,14046,14046,1879512,1917633,190,202,0.0566953436765605,0.127418938510783,"Original",NA,"Calibrated","Diarrhea",35.1
7,3,1395058,974166,1.15841584158417,0.888088446122025,1.51365488853601,0.279665761203904,12695,12695,1708970,1764199,173,189,0.147053417956507,0.136025744833229,"Adjusting for
blood pressure",NA,"Uncalibrated","Diarrhea",34.9
7,3,974166,1395058,0.927713852009279,0.701419855024719,1.27174162352744,0.656354260275716,14046,14046,1917633,1879512,202,190,-0.0566953436765605,0.127418938510783,"Original",NA,"Calibrated","Diarrhea",35.1
9,3,1395058,974166,1.14285714285714,0.410230113638569,3.25940477254064,0.800614870610385,13654,13654,1869137,1941825,16,9,0.133531392624523,0.528729515923805,"Adjusting for
blood pressure",NA,"Uncalibrated","Gastrointestinal bleeding",30.9
9,3,1395058,974166,1.5,0.428527074234254,5.86621273543384,0.543569072254422,15066,15066,2048790,2106583,17,7,0.405465108108164,0.667514968534214,"Original",NA,"Uncalibrated","Gastrointestinal bleeding",31.1
9,3,974166,1395058,0.886993139112868,0.36511681665072,2.2510139853492,0.800614870610385,13654,13654,1941825,1869137,9,16,-0.133531392624523,0.528729515923805,"Adjusting for
blood pressure",NA,"Calibrated","Gastrointestinal bleeding",30.9
9,3,974166,1395058,0.688786511071387,0.224171117969351,2.18519668947822,0.543569072254422,15066,15066,2106583,2048790,7,17,-0.405465108108164,0.667514968534214,"Original",NA,"Calibrated","Gastrointestinal bleeding",31.1
9,3,1395058,974166,1.1251669135453,0.399173205115865,3.17155702615254,0.800614870610385,13654,13654,1869137,1941825,16,9,0.133531392624523,0.528729515923805,"Adjusting for
blood pressure",NA,"Calibrated","Gastrointestinal bleeding",30.9
9,3,974166,1395058,0.875,0.306804484188235,2.43765624890484,0.800614870610385,13654,13654,1941825,1869137,9,16,-0.133531392624523,0.528729515923805,"Adjusting for
blood pressure",NA,"Uncalibrated","Gastrointestinal bleeding",30.9
9,3,974166,1395058,0.666666666666667,0.170467735334533,2.33357484305263,0.543569072254422,15066,15066,2106583,2048790,7,17,-0.405465108108164,0.667514968534214,"Original",NA,"Uncalibrated","Gastrointestinal bleeding",31.1
9,3,1395058,974166,1.51081541929968,0.408339706715141,5.58986352210416,0.543569072254422,15066,15066,2048790,2106583,17,7,0.405465108108164,0.667514968534214,"Original",NA,"Calibrated","Gastrointestinal bleeding",31.1
11,3,974166,1395058,0.790876136740612,0.564407462870572,1.1435042091661,0.165845994719677,14987,14987,2087851,2026159,89,123,-0.243622082657742,0.175814663956325,"Original",NA,"Calibrated","Hyponatremia",20.1
